Subject Type: In Vivo
Species: Rat
Strain: Sprague-Dawley
Sex: Female
Organ: Thymus
Test Article: Perfluoro-3-methoxypropanoic acid
CASRN: 377-73-1
DSSTOX: DTXSID70191136
Study Duration: 28d
Article Type: Chemical
Article Route: Oral
Article Vehicle: Feed
Administration Means: Dietary
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder

	A52	A53	A54	A55	A56	A57	A58	A59	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101
PSMD4_9599	9.121354	9.025921	9.044068	8.9909725	9.359197	9.282559	9.295139	9.29306	9.133261	9.383738	9.415588	9.183893	9.213014	9.242681	9.330288	9.394845	9.328054	9.292051	9.428785	8.998275	9.327584	9.283167	9.257033	9.219644	9.355476	9.138539	9.277327	9.266617	9.368569	9.097607	9.307591	9.275237	9.585025	9.50639	9.199661	9.344537	9.11966	9.004608	9.249747	9.330453	9.177771	9.248387	9.135758	9.277911	9.037629	9.269946	9.7717705	9.268638	9.775253	9.72074
PSMD6_9600	10.555179	10.38061	10.301863	10.136554	10.639971	10.609787	10.716154	10.62489	10.457902	10.350523	10.994481	10.720656	10.5153475	10.602532	10.699954	10.835506	10.608794	10.949326	10.718662	10.364488	10.646132	10.547539	10.488737	10.504134	10.85437	10.507807	10.49488	10.4971485	10.615542	10.695703	10.447867	10.667164	10.474589	10.651228	10.399432	10.650711	10.528289	10.725825	10.519155	10.619074	10.518829	10.760412	10.741365	10.368149	10.124442	10.8908615	10.2979555	9.99009	10.617212	10.575226
PSMD9_9602	5.4139886	5.8094573	5.321063	5.52879	5.513296	4.8723817	5.5092287	5.478402	6.2912483	6.257837	5.78481	4.995416	5.480305	5.4322586	5.536732	5.1443815	5.4621058	5.481678	5.6708484	5.7118073	5.529104	5.468528	5.394566	5.5012383	5.3825626	5.8394675	5.4497967	5.39557	5.5062375	5.555906	6.3800044	5.7310634	6.4516983	5.529664	5.9139056	5.4866467	4.950707	5.2430553	6.1607676	5.5328617	5.3861127	5.817038	5.5339055	6.4070644	6.3723702	5.5505295	5.817195	6.0057898	6.032235	5.786803
PSME1_9603	9.179016	9.6259	9.198491	8.726675	9.550909	9.094607	9.896295	9.8549795	9.037956	9.597963	9.347047	9.201609	9.7041645	9.756539	9.138206	9.671447	8.99873	9.738666	9.5411415	9.244982	9.291636	9.458862	9.40737	9.409262	9.055986	10.06681	9.296808	9.176344	9.3729725	9.400615	9.845679	9.1154175	8.608747	9.265599	9.541329	8.761536	9.035974	9.190833	9.394907	8.435143	9.444191	9.587052	8.456224	10.507109	9.835121	8.700306	9.863134	9.8417	10.194204	10.107763
PSME2_9604	5.3316336	5.762496	4.8666825	4.8772874	5.888391	5.608225	5.4392853	5.5878778	5.45287	4.9884214	5.5200987	5.340609	5.769764	5.3624034	5.0683413	5.659758	4.993876	5.685443	5.54032	5.1097426	5.3542542	5.343786	4.685528	5.8517814	5.902397	5.3833704	5.7893796	5.39557	5.1708035	5.3922186	5.4997883	5.5131907	4.159139	5.625462	5.409551	5.436286	5.9044895	5.075059	5.259542	5.2353206	5.3274593	5.325161	5.258835	4.674985	4.915525	6.1103053	4.956445	4.9992423	4.662871	5.859496
PSME3_32547	8.047314	7.7861257	8.020949	7.2478027	8.154808	7.6993165	8.113186	8.0127735	8.153424	9.03981	8.032081	7.837858	7.8524256	8.008292	8.083532	7.7115436	7.915793	7.8214374	8.217851	8.545142	8.009864	7.830743	7.7526193	7.8675375	7.8522687	7.7870436	7.687198	7.92088	7.903391	7.6641417	8.638282	8.179932	9.222008	7.956423	8.0328	8.081878	7.5484424	7.776484	8.446976	7.9351273	7.9614544	7.9837275	7.963412	9.037038	8.843421	7.592995	7.949994	7.8504496	8.333481	7.90053
PSME3_32872	8.260419	8.638602	8.340199	7.973578	8.566557	8.248056	8.637766	8.56139	9.077206	9.924984	8.673514	8.458045	8.350168	8.794025	8.686738	8.581376	8.747815	8.692567	8.886512	9.344241	8.446518	8.723763	8.073209	8.696512	8.628956	8.411523	8.275973	8.540506	8.145657	8.511469	9.679444	8.549237	10.0968275	8.748045	9.046313	8.610754	8.424067	8.2521715	9.416548	8.623139	8.478628	8.462738	8.585413	9.876298	9.928694	8.531747	9.418807	8.776886	9.054452	8.647449
PSMF1_9605	4.01259	4.495292	4.002424	3.9855537	4.6399508	4.217482	4.298678	3.529087	3.9539063	3.9102912	3.8936532	4.131515	4.018662	4.4201593	4.1419787	3.6992087	3.8582993	4.4151864	4.7391253	4.2389555	4.5132113	4.273386	4.035586	4.575248	4.438402	4.67658	4.159625	4.124156	4.5788755	3.8949099	4.2950487	4.413105	4.476753	4.676929	3.914752	3.8917637	4.683702	3.753697	3.9930277	4.0089135	4.072798	4.44942	3.7473297	3.9371636	5.626329	4.7441998	4.956445	4.939801	4.93511	4.7979803
PSMG1_9606	8.060158	8.098104	7.8405957	7.6558566	7.855173	7.9362297	7.9881287	8.186436	8.30597	8.868853	7.8500595	7.758695	8.136283	8.1005745	8.221651	7.9907603	8.116313	7.936794	8.29747	8.252654	8.119387	8.054221	7.8579407	8.081695	7.9870014	7.95812	7.5719967	8.060671	7.9235415	7.998945	8.787672	8.213216	8.762817	8.0967455	8.209356	7.99756	7.7936087	8.082135	8.317993	8.009469	8.00421	7.998504	8.000956	8.845052	8.450129	7.8521013	8.277619	8.028623	8.359712	8.044673
PSRC1_9608	2.838089	1.9976788	3.089744	1.8403511	1.7626641	4.1165204	3.0329328	3.1263714	2.9824512	2.941768	2.4908266	3.37036	1.2156549	2.1380064	3.7128704	3.2915843	2.2803793	2.812569	3.0608685	2.7992399	1.7043641	3.494342	3.0817585	3.2180166	2.7690759	2.9004745	3.1552193	2.9494607	2.6753619	2.5959332	3.2538571	2.3394096	2.9259446	2.525409	2.4454446	2.6743705	2.1127045	2.368197	3.0809016	3.0338767	2.5845628	1.2035087	2.429447	2.690307	3.6307955	3.0297825	2.655959	2.7675169	3.0415485	0.6513245
PTBP1_32416	9.800752	9.866963	10.0484705	9.411694	9.808755	9.550298	9.837464	9.846192	10.626768	11.697274	9.5638895	9.712273	9.788563	9.872063	9.915069	9.46831	10.016254	9.690823	9.931303	10.625572	9.817435	10.089529	9.583544	10.037408	9.591319	9.787425	9.564291	9.866472	9.628787	9.631524	11.19656	9.932189	11.933038	9.811465	10.446167	9.961401	9.339745	9.577448	10.771763	9.992083	9.774308	10.041409	9.737272	11.689273	11.348723	9.553381	10.636439	10.040479	10.328648	9.5290365
PTGDR_33049	3.1768417	6.233438	3.7234886	3.5012972	3.6050746	3.828066	3.6433425	3.771141	6.0570416	5.950003	2.104576	3.9421756	2.4927802	4.4201593	4.4222217	3.2915843	3.792875	2.959494	2.6185498	6.088699	1.7043641	5.056381	2.722432	5.3380346	3.3288677	2.7697818	3.0672047	1.995923	4.101311	3.2015438	6.8273263	3.720592	5.235155	2.525409	4.9023185	2.4891615	4.017927	3.9329104	4.5474677	3.2672496	4.7454925	3.339271	3.6665654	5.914511	4.1764045	2.406025	5.0101857	5.588573	4.4622893	5.115448
PTGER4_9610	5.9876275	6.396112	5.5113134	5.803373	6.2015357	6.27984	5.988845	6.6854715	7.0002294	8.290574	6.1492414	6.2564406	5.769764	6.308071	6.422695	6.2351766	6.4242043	6.0881405	6.7870765	7.531676	6.5252395	6.64424	5.844614	6.5291295	6.2595973	6.0791054	5.9941854	5.814837	6.6822686	5.7202635	7.602103	5.7125616	8.47837	6.5139637	7.078409	5.93047	6.2123804	5.6542277	7.685451	6.4943666	6.425791	5.817038	6.061842	8.361734	8.371703	6.2390814	7.25191	6.640374	7.0429177	6.976862
PTGS1_32494	3.5120895	3.941964	3.915303	3.9255574	3.289129	3.2930205	3.5579097	2.5657415	4.7672553	4.685325	3.260305	3.2664616	3.2624335	4.9190154	2.818901	4.086208	3.3222358	3.09283	3.3989213	4.873493	3.7866135	4.655724	3.7654974	4.532744	3.4187996	4.101549	3.1552193	3.7763176	4.0435605	3.6267955	4.5553403	3.720592	4.655291	3.4992244	5.192805	3.733937	3.1819026	3.3104298	4.88211	3.7249916	3.840856	3.594002	4.031575	4.5545793	3.7877216	3.5546255	4.2230754	3.986057	4.2789636	4.6418695
PTGS2_9612	3.832658	4.495292	2.9211068	2.8977108	4.014105	3.38271	3.8003814	3.2380686	4.134867	3.1731637	3.6114588	4.071121	3.5335252	4.2756243	3.7128704	2.8863719	3.4121234	3.8636436	3.829905	4.2389555	3.6199133	4.4288692	2.2428248	3.418088	2.899758	3.8659298	2.5223663	3.421333	3.9834013	2.988771	3.7463715	3.1893358	3.396833	3.9328265	4.627431	3.8150077	3.0223727	3.3104298	4.778953	4.0089135	3.3453424	3.5139868	3.3929882	4.328461	3.2540667	3.6400409	4.267887	5.084049	4.068904	4.6418695
PTK2_9613	3.4509845	4.9230056	4.6942286	4.1518846	4.5445423	3.7627468	3.8729239	4.320443	5.2842193	5.473881	4.284218	4.400534	4.8130355	4.818251	4.931882	4.3910475	4.8404336	4.692346	4.219354	5.200238	4.733372	4.3270974	2.722432	4.193947	3.9277663	5.030642	3.5291924	3.7763176	4.3597646	3.2015438	5.13572	4.2170343	5.626377	4.5361176	5.2501197	4.3920584	3.8850915	4.141745	5.4052105	4.351431	3.9995503	5.253053	5.0196676	5.962623	4.8096695	4.580988	4.68626	5.0280685	4.5859513	4.2674985
PTPLAD1_9615	4.350386	4.4564767	4.6135044	4.673513	4.2741265	4.4427233	4.894278	3.529087	4.692193	5.3374534	4.129577	4.245209	4.3810706	4.746939	4.4722843	3.9436114	4.631765	3.6202955	4.816373	5.5142965	3.9360316	4.5692143	3.493952	4.8069153	4.154116	4.815587	3.0672047	3.9949021	3.9834013	3.698638	5.5243297	3.8616097	5.5151124	3.4992244	4.8661127	3.8917637	4.215296	3.549021	5.0391674	4.541591	3.9995503	4.9827785	4.3744073	5.6066475	5.248265	4.0675616	4.4343896	4.5602202	4.373536	4.429076
PTPN12_9617	3.5120895	3.8249414	3.3773756	3.4166565	3.6966846	3.5469172	2.9003832	3.529087	3.9539063	3.9102912	3.6114588	3.7241788	3.1594307	4.17054	3.4384794	4.0166707	3.5766625	3.3274024	3.9717271	4.1808734	3.9360316	3.8281794	3.3025265	3.6741796	3.6591737	4.395531	3.5291924	2.8026946	3.6380131	3.3869317	4.2950487	4.1080074	4.3784513	4.0753517	4.4431	2.9858232	3.2555058	2.667295	3.9930277	3.8013797	3.2219641	3.5139868	3.8964417	4.674985	3.9951131	4.623554	3.2983289	4.0990496	3.6063738	4.5743666
PTPN6_9618	9.229921	8.698045	9.036347	8.64066	9.420943	8.993244	9.256683	9.148657	9.384886	9.703501	9.258077	9.086189	9.104554	9.285774	9.314937	9.093011	9.345271	9.119162	9.444078	9.340929	9.044573	9.009003	8.795459	9.349294	9.291446	9.257635	9.00418	9.238339	9.293136	9.095945	9.50238	9.077965	9.897178	9.280391	9.291252	9.4063425	9.008294	8.891729	9.57762	9.018716	9.146302	9.130918	8.899981	10.051508	9.589385	9.133011	9.128113	8.863405	9.426696	9.722691
PTPRC_9619	7.5573525	8.180799	7.4722123	7.6184487	8.006056	7.513259	7.8645973	7.5106373	8.033114	8.480717	7.8208723	7.805786	7.620032	7.6753345	7.5775404	7.6089597	8.203863	7.7168584	7.860215	8.687518	7.8401113	8.120365	7.5045805	8.146555	7.9906716	7.865147	7.6573663	7.809969	8.005229	7.6686206	8.487306	7.6917787	8.700608	8.100918	8.343785	7.7260785	7.6711926	7.720633	8.626071	7.9769	7.9469156	7.949916	7.481139	8.774926	9.207031	8.000792	8.000656	8.010681	8.090611	8.209478
PTPRCAP_33252	1.7508905	2.3760116	0.55541444	1.1956536	2.7190146	1.8134216	3.0329328	3.0052953	2.1543367	2.6660335	2.7952027	2.4090967	1.8658886	2.1380064	2.818901	1.7645935	2.2803793	2.464409	2.6185498	2.240455	2.0042508	2.222697	2.2428248	2.1571875	2.0811713	1.555824	1.6364478	1.995923	2.1268055	2.0543709	2.6857135	1.8903701	3.4939313	2.0605931	1.6886134	1.7256354	2.3991756	1.9904245	2.523106	2.2000766	2.5845628	2.2954214	2.7759268	2.8351803	1.2770437	1.2829577	1.9803609	1.1959563	2.4862745	2.6171775
PTPRF_9621	5.3816085	5.941813	5.140784	4.969308	5.461998	4.9624095	4.5844274	5.4554734	6.1993666	7.6256766	4.9711556	4.995416	5.1450257	5.072737	6.063108	4.595657	5.4829984	5.4571533	5.26522	6.195228	5.24392	6.066471	5.0530725	5.6676197	5.3825626	4.8803706	5.118688	5.289321	5.8807073	5.1827164	7.128818	5.122726	7.7391553	4.923011	6.39248	5.6721587	4.972698	5.049379	6.8951364	5.3668265	4.9144197	5.5624313	5.5339055	7.433101	7.5936637	5.435779	5.5350304	6.02021	6.1437807	4.9117436
PTPRK_9622	6.3306704	6.901414	5.8767543	5.6072702	6.432274	5.5705495	5.9558268	6.2115173	6.688859	7.022279	6.162598	5.922228	6.674804	6.823375	6.6679645	6.338533	6.5182886	6.3234177	6.4172554	7.2145934	6.7437043	6.622924	5.6028447	6.5717387	6.4740624	6.3995247	6.041146	5.977641	6.08058	5.5364323	6.6712503	5.9363437	6.675189	6.3553553	6.7611203	6.0356946	5.9605865	5.6879053	6.9905696	6.71776	5.9691544	6.901738	6.360313	7.295863	6.8879156	6.369855	6.635082	6.340561	6.5704427	6.7886467
PTTG1_9623	3.733511	4.675097	4.7456403	3.797517	4.388443	4.841079	4.298678	4.863823	5.2321763	6.0259547	4.4675775	4.245209	4.7435155	4.2756243	4.4722843	4.6880174	3.9808679	3.5291152	4.037731	5.0131884	3.863256	4.5692143	4.262996	5.006478	3.9277663	4.9423695	4.025933	4.802111	3.47281	4.9075327	5.449417	4.7398148	5.5828958	4.0753517	5.133118	3.9646418	4.017927	3.9880207	4.9469986	4.6693816	4.333445	3.8104339	4.564713	5.480138	5.135947	3.4638333	6.2446265	5.588573	4.662871	3.8200786
PUF60_9624	7.140034	7.1708527	7.2000914	7.0371523	7.552076	7.0555463	7.339295	7.2154627	7.53922	8.302839	7.1457834	6.910283	7.0363107	7.175372	7.178275	7.406367	7.3145185	7.1327424	7.4273767	7.372128	7.387174	7.0316033	6.972653	7.3297744	7.2191973	7.0473905	6.8767858	7.4396076	7.3275003	7.011643	8.04527	7.456322	8.539354	7.4218316	7.5065417	7.3375235	6.8454957	6.906188	7.732224	7.2341332	7.269429	7.5035415	6.960737	8.47388	7.970451	7.1946325	7.627806	7.1136165	7.772611	6.943809
PVALB_32631	7.516929	3.8846388	3.671267	3.1281142	4.149966	2.9846914	3.370183	3.3417356	3.8881643	3.2762852	3.7594447	3.37036	3.9585717	4.509051	3.7938466	4.215969	3.1236851	4.4652367	3.9717271	4.634764	3.863256	3.9699893	2.722432	3.8226986	2.7690759	3.5042074	1.8624483	3.3170345	3.2862132	3.698638	3.7463715	3.3889556	3.4939313	3.6885626	3.6846497	4.0340147	3.1043415	3.549021	4.4161205	3.2672496	2.77218	3.8104339	4.213151	3.8026538	2.5806196	3.7970502	4.900625	4.3479843	3.4415095	3.340527
PVR_9625	1.7508905	2.5334914	2.7301157	1.5537186	2.8840072	1.5291022	1.953782	2.727601	2.9824512	3.8446915	1.5755196	2.9005527	2.4927802	3.8685026	2.965928	1.3776911	2.762792	2.648966	0.7944989	3.7725787	1.7043641	3.1809173	2.0930786	2.708565	2.286233	3.4195497	1.0387852	2.6392894	1.5947855	1.1772481	3.3667293	1.8903701	4.8512716	2.525409	3.914752	2.4891615	2.6380785	1.7565243	4.1665387	3.3711543	1.4147377	2.4752064	3.1767366	5.016292	4.387353	2.1964285	1.7470583	2.898176	3.4415095	3.877217
PVRL2_33014	1.9406534	3.403189	1.5252485	1.5537186	0.0	2.0508277	1.2850729	1.6363695	2.7054522	3.6278389	2.104576	0.0	1.577099	2.5266066	2.470455	1.7645935	1.8367474	0.80996424	1.9774263	2.240455	1.3253298	2.4332752	2.2428248	2.9856625	2.0811713	2.081803	1.0387852	0.80502665	1.5947855	0.0	3.131399	1.2349008	3.0588381	1.756461	2.2344337	2.0272756	1.9448626	2.667295	3.7235165	1.285707	3.5643456	1.2035087	0.79172647	3.8714757	2.397873	1.2829577	1.7470583	2.4642453	2.6463711	2.8632853
PWP1_9626	5.1703978	5.2749686	4.843273	4.4361467	4.7294393	4.6375012	5.178122	4.863823	5.093211	6.457558	5.2214074	4.708735	5.458776	5.1016097	5.0017242	5.327823	5.0226994	5.300547	5.150573	6.0728173	5.7470264	5.1782947	4.6048236	5.262012	5.266242	5.113823	5.028344	4.7226877	5.1975284	4.813585	6.268207	5.0944247	6.257954	4.7637043	6.016572	5.215175	5.137509	5.3729568	5.9234214	5.2893696	4.832427	5.1509356	5.258835	6.4070644	6.4682617	5.593991	6.3732395	6.117305	6.247318	5.830857
PXDN_9628	1.9406534	3.319142	3.3773756	3.797517	2.5326867	2.735129	2.7544117	1.2665668	4.393657	3.7759664	2.7952027	2.4090967	3.1594307	4.057195	2.965928	3.7853594	2.762792	2.648966	3.829905	3.6060135	3.3270276	3.29313	1.2630109	3.418088	2.7690759	3.7319183	0.6109348	2.2436357	3.0718458	2.4369814	4.4567847	2.3394096	3.5849047	2.8764	4.2875385	2.4891615	2.2630389	2.9149063	3.9302218	2.4098105	2.5845628	3.029709	3.4900603	4.173554	3.3578646	3.3669412	3.8630683	3.8634574	3.0415485	2.8632853
PYCARD_33242	7.568183	7.820922	7.3897796	7.452987	7.884692	7.552439	7.68485	7.54905	7.607198	8.113895	7.9106836	7.547739	7.6440763	8.177171	7.7599134	8.057204	7.6918344	7.74752	7.8279347	7.6052866	7.642261	7.8120284	7.4284596	7.6757746	7.7946434	7.9841456	7.5719967	7.609299	7.717389	7.5999265	8.127665	7.5268497	8.168526	7.800967	7.759398	7.7260785	7.7966943	7.4871354	7.9654408	7.66051	7.932229	7.80614	7.933521	8.213867	7.814989	7.7356524	8.681177	8.032185	8.04823	8.554169
PYCR1_9631	3.9254274	2.5334914	2.1000137	2.4638057	3.166309	3.1973834	3.1543224	3.0052953	2.9824512	3.7038028	3.0464158	3.558089	3.2624335	2.8324366	3.2214658	2.7213345	2.762792	3.3274024	2.9279482	2.240455	2.4640684	3.0592349	2.6166377	2.9856625	2.7690759	3.8659298	2.5223663	2.9494607	2.6753619	3.3869317	3.3667293	2.826077	4.035565	3.3943403	2.7926984	3.6480381	2.5235665	3.0244071	3.8645566	2.7553277	2.3688471	3.4292722	2.429447	4.635956	3.3578646	2.7513552	3.2092302	2.898176	4.011236	3.6985297
PYGL_9632	7.238242	7.5667763	6.110419	6.182334	6.721166	7.498287	6.6356187	7.4068937	7.133874	8.50215	6.8061175	5.7207437	7.514426	7.731831	6.7206926	6.8788733	7.9611697	6.8702154	6.9587474	7.257376	7.101021	7.968093	7.416687	6.9564266	6.9059215	7.873128	6.543318	7.1057367	6.281306	6.3639336	7.63628	6.9563155	8.690401	7.8111897	7.974476	7.6002145	7.160129	7.1967587	7.6806893	6.677791	6.6093197	6.5063095	6.741683	7.744212	7.500344	7.4700885	6.462693	7.966687	6.5196457	7.748049
PYGM_32527	5.804347	4.1987066	2.2499688	3.4166565	3.289129	2.8652997	2.4089377	2.1746328	4.1904726	4.7583957	3.3564253	2.1993887	2.9283342	4.057195	2.010108	3.2915843	2.619196	3.09283	2.9279482	4.0571847	2.0042508	3.8281794	2.378479	4.0202317	3.1302085	3.4195497	2.5223663	1.995923	2.3337076	2.5959332	3.9043026	2.957591	4.8512716	2.8764	4.937638	3.8917637	2.1127045	1.4772232	5.0391674	2.7553277	3.4589956	3.4292722	1.3000005	4.855708	4.655244	1.9511201	4.68626	3.501787	2.9214613	3.2568812
PZP_9633	4.350386	6.426556	4.4680347	3.3267388	3.289129	6.2080436	2.4089377	1.93046	4.8386045	2.3248434	1.5755196	1.2851884	2.653025	1.239162	1.7097727	1.7645935	4.038456	1.3255799	3.1825688	3.2010086	2.0042508	2.926336	4.880973	3.1065123	3.503453	1.1974528	0.0	0.80502665	1.2308161	1.5321549	2.2873013	3.078112	1.6780286	3.8559105	1.9871837	2.9858232	3.7892127	4.763791	4.742861	0.78157586	2.5845628	4.649922	1.9725381	3.4889264	6.963907	2.8972752	2.9032347	4.520198	4.229246	4.036192
QDPR_9634	6.388847	6.560705	6.110419	5.5084844	6.262771	5.7831187	6.1138425	6.1838846	6.7640905	7.4548335	6.1758323	6.2699375	6.1912894	6.5260863	6.472741	6.1726117	6.0003366	6.225168	6.1600647	6.5793414	6.295612	6.230483	5.856282	6.5182776	6.132458	6.3546286	6.029548	6.41669	6.256102	6.001633	7.1127243	5.9834037	7.5145855	6.4101853	6.2310405	6.4195294	6.193777	6.291162	7.005879	6.636683	6.1150045	6.3878436	6.1536007	7.629678	7.400567	5.9013085	6.7967186	6.602543	6.71291	6.4829206
RAB11FIP2_9636	3.0173852	3.6975822	3.1672041	3.3267388	3.5072508	3.2930205	3.370183	3.2380686	3.670792	4.5270467	4.284218	2.5921547	2.1064	2.8324366	3.4384794	2.5349493	2.762792	3.9364204	2.9279482	4.5455213	4.253295	3.397241	3.552504	3.2180166	3.232955	3.5841718	2.9734697	2.6392894	3.7140229	3.6267955	4.691595	2.6813607	4.8512716	2.525409	3.8420541	2.4891615	3.2555058	1.4772232	3.391818	3.4680758	3.840856	3.339271	2.9222558	4.635956	3.9951131	2.406025	3.6081572	3.9260592	3.7543156	3.6985297
RAB1A_33291	7.688876	8.528294	7.9238577	7.8172684	8.25239	8.050114	8.116924	8.078027	8.628874	9.113032	8.053748	7.777716	8.30865	8.567008	8.313771	8.0087805	8.122984	8.059984	8.044077	9.031521	8.257129	8.787418	7.82269	8.386237	8.001628	8.24623	7.6760836	8.088659	8.001442	7.9519463	9.178246	7.997103	9.060993	7.919101	8.75359	8.085967	7.595263	7.990646	8.765268	8.121725	8.184398	8.565549	8.2909355	9.059335	8.774753	8.272281	8.598069	8.829008	8.700279	8.808507
RAB21_9637	7.970474	8.227655	7.872746	7.608943	8.267407	7.8949094	8.135473	7.846487	7.9590034	8.281306	8.206641	8.369917	7.7542195	8.173776	8.026034	7.760224	8.367288	7.9804716	8.602895	8.263188	8.232059	8.201694	7.6082764	8.365195	8.019705	8.006085	7.912279	8.213748	8.064503	8.088586	8.139627	8.149306	8.624915	8.313599	8.248557	8.470778	7.871757	7.696019	8.245682	7.9769	8.121056	8.394549	7.9549346	8.426064	8.151069	8.321592	8.263858	7.9441767	8.473516	8.482327
RAB27A_9638	8.15181	8.396085	8.150576	8.097704	8.599568	8.149286	8.504262	8.203738	8.327831	8.496821	8.473692	8.4402485	8.454469	8.075325	8.463604	8.112413	8.561493	8.549097	9.025163	8.321474	8.389353	8.237198	8.083173	8.315914	8.2080555	8.094072	8.128842	8.311992	8.411271	8.128151	8.002238	8.280706	8.592394	8.502075	8.408153	8.410099	8.111141	7.9838834	8.565368	8.458922	8.307102	9.077986	8.225483	8.256306	8.44719	8.494963	8.929749	8.35016	8.92185	8.767537
RAB30_9639	4.2463346	4.741181	3.7738855	3.230842	4.014105	3.6943295	4.1892967	3.4384506	4.2956386	4.199842	4.0741134	4.0080886	3.5335252	4.4652896	3.6270773	3.9436114	3.6523914	3.706054	3.7533984	4.873493	3.0924625	3.6708953	2.9132533	4.397158	4.480778	4.7820706	2.9734697	3.9949021	4.101311	3.6267955	4.893484	3.720592	4.2729588	4.26578	3.8420541	4.282296	3.738773	4.2358217	4.5050006	4.190313	3.6625233	4.056227	4.4243884	4.9221015	4.4356	4.004539	4.842558	4.436659	4.011236	5.162177
RAB31_9640	7.4126244	6.9086213	6.7620335	6.7987833	7.159861	7.7758045	7.162466	6.9706316	7.4221573	6.745076	7.593216	7.462142	7.050773	7.539496	7.237374	7.256063	7.431987	7.1404643	7.5846877	7.599756	7.1477323	7.375425	6.7151213	7.4141507	7.2864404	7.6590323	6.970746	7.3826113	7.0032787	7.2394795	7.411341	7.445159	7.3876677	7.885633	7.1251154	7.6172676	7.183889	6.5693064	7.6711183	7.2133136	7.0144744	7.2677364	6.9264607	7.345093	7.2195125	7.740495	7.2463226	7.1984863	7.035705	8.461461
RAB4A_9643	6.791381	6.9580894	6.85275	6.7819633	7.1190476	6.897158	6.993799	7.0105047	7.2755947	7.6546764	7.055592	6.87539	7.1681795	6.9237947	6.9322143	6.6907716	7.3716497	6.4280753	7.088983	7.1327024	6.9064846	7.0556674	6.8260846	7.1160913	7.367725	7.0116863	6.741156	6.821158	7.0406594	6.878776	7.5847063	6.948431	8.081376	7.2294354	7.33172	7.185749	6.869137	6.877287	7.492449	7.089301	7.3229537	7.199034	6.78058	7.8158097	7.735315	6.9573355	7.3489537	6.911864	7.759536	7.2660685
RAB5A_9644	8.125165	8.64293	7.989306	8.205699	8.578649	8.248056	8.425053	8.300192	8.50276	8.719025	8.834466	8.385501	8.156484	8.420019	8.357717	8.391847	8.485883	8.611545	8.611048	8.838389	8.246438	8.490636	8.153427	8.578716	8.469751	8.44671	8.305125	8.294931	8.422642	8.305435	8.682567	8.449418	8.831772	8.779623	8.490728	8.240704	8.277177	8.177087	8.562782	8.263491	8.276422	8.635757	8.1569195	8.628518	9.1983185	8.828652	7.770887	8.1548815	8.229847	8.326933
RAC1_9645	7.0083814	7.6890116	7.445255	7.241665	7.70331	7.4262896	7.6439767	7.5598392	8.5619335	9.217146	7.386776	7.654499	7.5402803	7.7364407	7.774951	7.194417	7.844934	7.7626095	7.8828382	8.753762	7.782072	7.972313	7.195701	7.610855	7.5677276	7.8611403	7.3568463	7.5587397	7.561526	7.366222	8.810302	7.4783926	9.347485	7.866154	8.395507	7.8894086	7.2618656	7.112466	8.621109	7.7059307	7.0781198	8.128459	7.4452744	9.2731495	9.173638	7.691318	8.507545	8.183992	8.051809	8.108701
RAC2_9646	9.054888	9.063538	9.092031	8.908139	9.392115	9.047389	9.311545	9.136095	9.099164	9.5265465	9.234554	9.160534	9.005948	9.037592	9.311502	9.185031	9.227957	9.121114	9.238414	9.19083	8.96638	9.115864	9.02473	9.201103	9.258333	9.01053	8.965141	9.115458	9.426199	9.022609	8.911451	9.028337	9.444814	9.31133	9.088171	9.185938	9.138021	9.155161	9.406489	9.137668	9.351564	9.144267	9.174609	9.408127	9.166509	9.140359	9.607146	9.187911	9.386153	9.413072
RACGAP1_9647	6.815822	6.375453	7.138917	6.7563605	6.571892	6.9713144	6.944158	7.1019306	7.5176425	8.134629	6.5251245	6.9527454	6.5170965	6.882799	6.858835	6.6454186	6.95204	6.2539287	7.088983	7.3125157	6.8698025	6.887097	6.7839403	6.915657	6.7927413	6.8673315	6.5675793	7.1135416	6.893147	7.1397657	7.7183394	7.303996	7.734195	7.085255	7.1629143	7.0749006	6.184385	6.755521	7.535282	6.8584933	7.130523	6.7085705	7.0430264	7.8672686	7.9034157	6.2253275	7.739411	6.972443	7.1603193	5.4337974
RAD18_9649	5.0312133	6.1628594	5.8767543	5.6817007	5.8489995	5.471819	5.5092287	5.891034	6.328903	7.122558	5.5610204	5.532001	5.3460298	5.477018	5.5130115	5.871518	5.676796	5.727065	5.494047	6.6452584	5.6202593	6.0505934	4.8345375	6.0304303	5.6472826	5.68483	5.3414035	6.0280676	5.2997365	5.6853237	7.266112	5.5131907	7.031156	5.529664	6.405152	5.874832	5.419544	5.6021905	6.7572002	5.834979	5.469851	5.620899	5.6434727	6.958938	6.78925	5.311106	7.0292363	6.815942	6.2964272	6.106485
