Chip: BioSpyder S1500_Rat
Provider: BioSpyder

=== Experiment Description ===
Experiment Type: In Vivo
Test Article: Perfluoro 3 Methoxypropanoic Acid
Species: Rat
Strain: Sprague-Dawley
Sex: Male
Organ: Liver
Chip File Creation Date: 10/31/24
Log Transformation: BASE2
BMDExpress3 Version: BMDExpress 3.20.119 BETA
Timestamp: 12/04/2025 07:38.05

Something	A36	A38	A20	A18	A33	A45	A44	A16	A15	A46	A41	A37	A30	A29	A8	A26	A40	A35	A1	A3	A12	A17	A42	A24	A4	A7	A11	A51	A32	A22	A2	A14	A39	A5	A6	A9	A31	A48	A21	A49	A47	A34	A13	A27	A28	A50	A25	A10	A23	A43	A19
RPA1_9721	5.533195	4.8752856	4.581067	4.923396	4.658778	5.482351	4.8355975	5.0487785	5.237227	4.544975	5.0643263	5.61653	5.880642	4.874836	5.695968	4.653045	4.6771235	4.8722835	5.501332	5.4718666	5.249167	4.734792	5.471159	5.2886386	5.961044	6.158618	5.5470214	5.9474792	4.599311	5.590739	4.8448305	4.2775726	4.22047	4.7922235	4.6565795	4.1282835	4.934379	5.519208	5.06828	5.7797184	5.352524	5.1342773	4.647439	5.1672235	4.4727483	5.15301	4.871027	5.364553	4.7391872	5.3149257	5.016884
RPA2_9722	3.0961545	2.8678937	2.1619017	2.1159258	2.6569214	2.6425977	1.153547	1.4768263	1.640813	1.59992	0.53686917	2.8891323	1.9947519	1.6441145	2.7953992	1.5335042	1.6496927	2.0267587	2.375796	2.9293032	2.1892972	1.7539579	2.8119028	1.1434783	3.1146789	3.340682	2.765496	1.5496027	1.6561947	2.482375	2.6889215	1.6426728	1.9345882	1.6624343	2.3652024	1.8065978	1.6862907	1.8332981	2.4743395	2.7523265	2.0577211	1.6473541	2.4416173	2.9009168	2.6898494	1.8519349	2.617958	2.6126575	1.1924393	2.1194797	2.2300112
RPA3_9723	4.6747956	6.1862597	6.2880993	6.052236	5.6734457	4.9947867	5.6256146	5.859658	6.0124	4.8289404	4.714023	5.1797247	4.4915595	6.540827	5.4994187	5.912052	5.7946897	5.4810195	4.950942	6.116449	5.541597	5.3358874	5.167044	5.8232393	4.830612	4.984295	4.9375095	5.532725	5.403109	5.159426	5.4624186	6.494134	6.1179075	6.417086	5.4334445	5.6571727	6.62358	6.5632806	6.129447	6.453587	7.08487	5.598426	6.6129694	4.67707	5.6632867	6.8640056	5.657097	5.7250276	5.7977653	4.95923	6.2373104
RPF2_9724	1.8143951	3.7655318	3.679778	3.5448534	3.4403665	2.8894746	2.951459	3.309873	3.849662	3.4125795	3.7194197	3.4076753	2.5302608	3.1364734	2.7953992	3.0189555	3.7893128	3.5933034	2.1990027	3.6740434	3.1430392	3.391122	2.5404441	3.3317733	2.2723026	1.851524	3.4996274	2.7617311	3.2641406	2.3023815	3.5724802	3.1345942	3.3467786	2.7601511	2.853671	3.1689827	2.7898166	3.719913	3.8749332	3.3477855	4.2740407	2.7791781	3.9601355	3.1313937	3.4981349	3.8779073	2.617958	2.9218345	3.1230586	2.506785	2.5660443
RPIA_9725	2.5931726	2.435626	2.552146	1.8748931	2.2602103	3.1002145	2.0220141	1.4768263	2.1797314	1.823375	2.956486	2.6150863	2.5302608	0.77274704	2.1047523	2.9320772	1.8765994	2.0267587	2.1990027	3.1839569	2.3986237	1.9438806	2.3827975	2.5451083	2.0677924	1.5639434	2.621851	2.1285868	1.4443876	1.8567106	2.7956865	1.2719984	2.8779507	2.4144073	2.853671	3.0865276	3.1911995	3.2220936	2.778033	3.6410902	2.992627	2.2424579	1.5358759	2.9009168	1.7753943	1.5643196	2.8921008	2.4290519	2.4591324	1.588432	2.838406
RPL19_9731	9.716115	10.555363	10.483839	10.305504	10.600023	9.933177	10.207918	10.344161	10.467709	10.152286	9.91955	9.859402	9.896888	10.592603	10.152217	10.487263	10.0952425	10.502946	9.790732	10.49839	9.881414	10.225664	9.674183	10.216963	9.751015	9.59593	9.656737	9.9985695	10.238623	9.768343	10.047087	10.607594	10.380033	10.61414	9.964231	10.319741	10.723943	10.759297	10.3951645	10.797025	11.253722	10.145087	10.74728	9.893752	10.325912	11.261833	10.230685	10.320362	10.636907	9.833332	10.657641
RPL35_32720	10.571725	12.372783	12.741368	12.386535	12.548563	10.681205	12.204572	12.461626	12.4869585	12.373314	12.227594	10.767159	10.526138	12.7213545	11.035216	12.902971	12.197171	12.466904	10.69152	12.128656	10.977589	12.396748	10.8337555	12.012199	10.52614	10.503977	10.687194	10.932499	12.280163	10.675691	11.882146	13.085066	12.368671	12.866997	11.436317	12.558795	12.90716	12.641723	12.219883	12.707875	13.017387	11.618094	12.936791	10.849145	12.156881	13.120103	11.831217	11.9363985	12.985463	10.838879	12.784349
RPL6_9738	8.53534	8.292227	7.757908	8.028487	8.036461	8.5354	7.8758965	7.8814735	8.240891	8.226874	7.8624625	8.614353	8.5476055	7.963997	8.5897045	7.8172617	8.16447	8.032046	8.555832	8.377672	8.21904	7.9501147	8.467178	8.311939	8.769671	8.503717	8.569557	8.713284	7.744582	8.61824	7.9493284	8.029853	7.820878	7.906452	8.135847	7.935582	8.238152	8.011181	8.418416	8.19508	8.346747	8.031817	8.169155	8.486779	7.8263845	8.301431	8.305579	8.037063	8.203158	8.463251	8.234731
RPLP0_9739	2.2557068	2.594546	1.6252826	2.1159258	2.8206856	2.1687598	1.7862632	1.9899611	2.3886938	2.0168164	0.53686917	2.2764814	2.6721666	2.7372885	2.1047523	1.275699	2.399263	2.2295449	2.1990027	2.6198554	2.3986237	2.1116846	2.930607	2.008209	2.6106799	2.911122	2.282898	3.1225834	0.8958736	2.786402	1.5758953	2.1818647	0.7703406	1.9587818	2.5470278	0.9994701	2.4426951	2.6151845	2.778033	2.3267155	2.5996156	2.0700042	2.4416173	2.2872965	2.3897877	2.476957	2.4585013	1.6747757	1.5499562	2.3260906	2.5660443
RPN1_9740	7.27774	7.2498217	6.764558	6.935252	6.5112243	7.424076	6.655424	6.940904	7.166313	6.3796597	6.303634	7.6413703	7.4041266	6.6466346	7.752083	6.3408957	7.055293	6.73011	7.4279456	7.37882	7.605178	6.958691	7.3325996	7.237756	7.5104156	7.305432	7.503339	7.5542393	6.5340056	7.537898	7.052569	6.7526064	6.84063	7.139918	7.3234563	6.740417	7.8422437	7.1945505	7.492094	7.406826	6.890861	7.497216	7.031318	7.346294	6.8742948	7.46362	7.9027495	7.647713	6.706997	7.2307754	7.3524456
RPP38_9741	2.736285	2.594546	2.3701787	3.3697603	2.8206856	1.1146706	1.153547	2.1911569	2.1797314	2.4777672	1.4871172	2.455695	2.372859	2.3926249	2.1047523	3.0189555	2.072621	1.7907331	2.9230795	2.4360592	2.7435865	1.9438806	2.3827975	3.0452297	2.0677924	2.7802737	3.4996274	2.9534101	2.6239645	3.437199	3.07545	2.1818647	2.8779507	3.3762684	2.157111	2.1691005	1.9846656	1.5472676	2.2945795	3.2640922	3.3011763	2.7791781	2.8742359	3.4200125	1.4944088	2.6368403	2.617958	3.580566	1.8362379	2.9431233	2.4077895
RPS19_33100	9.795901	10.3394575	9.98135	10.092018	10.199782	9.644762	9.729683	9.958444	10.242366	10.299067	10.060821	9.943491	9.733462	10.291934	9.927104	10.238452	10.212298	10.19238	10.025928	10.2335005	9.746784	10.1408825	9.647349	10.241667	9.916471	9.819618	9.747141	10.053243	9.8282585	9.697224	9.948565	10.184994	9.9342165	10.233111	9.866012	10.1146345	10.405536	10.468316	10.250777	10.446402	10.691857	10.015096	10.278566	9.841813	9.895965	10.642252	10.103369	10.099806	10.331991	9.870929	10.381096
RPS27A_32458	7.199604	9.285561	9.165867	9.14609	9.096995	7.384373	8.951654	8.903701	9.174714	9.041926	8.985332	7.9147396	7.746582	9.431268	8.232432	9.272064	9.142986	9.134064	7.8471513	9.189994	8.508607	8.845191	8.061651	9.049833	7.316013	7.4736814	7.9227867	8.229893	8.779867	8.13043	8.437628	9.678695	9.017527	9.19576	8.562863	9.151227	9.4808855	9.330468	9.225533	9.365723	9.7995205	8.825409	9.638348	7.9809647	8.9940605	9.869321	8.778351	8.810703	9.451729	7.8274837	9.424126
RPS27L_33046	2.5931726	2.053109	2.1619017	2.8078547	1.7112163	2.8894746	2.5603254	1.9899611	2.3886938	2.1873605	2.5750768	3.2219887	1.1336887	3.2482674	3.2605107	1.7521499	2.399263	2.2295449	2.675235	2.2253819	1.9443585	2.2619886	2.0039802	1.1434783	2.2723026	1.2043949	0.71758246	1.769436	1.8408495	1.5686922	2.3110406	3.013425	2.1789894	1.9587818	2.3652024	1.5842559	2.2317815	1.8332981	2.2945795	2.4829574	2.0577211	2.2424579	2.8742359	2.4668374	2.0104735	2.911615	2.279205	2.9218345	2.4591324	0.7390483	2.4077895
RPS5_9747	9.04015	9.685008	9.239043	9.572335	9.342507	8.805324	9.135657	9.169514	9.648298	9.154196	8.803684	9.392197	9.252753	9.588235	9.370487	9.4447975	9.080273	9.368222	9.209018	9.678345	9.269183	9.369804	8.757505	9.723793	9.038475	9.105403	8.989144	9.622654	9.099159	9.2982435	9.227192	9.658628	9.384927	9.678705	9.241155	9.160073	9.564977	9.511114	9.557611	9.590668	10.033486	9.412136	9.591751	9.250504	9.029615	9.912935	9.385959	9.259184	9.710441	8.994822	9.603691
RPS6_32332	11.2594	11.521264	11.115546	11.311385	11.24044	11.064311	10.971631	11.088713	11.767856	11.337803	11.032467	11.471927	11.431792	11.403148	11.596917	11.215323	11.129761	11.178809	11.374608	11.6282625	11.339773	11.386697	10.97512	11.718636	11.381872	11.271578	11.27843	11.658098	10.810624	11.380499	11.192482	11.418659	11.088788	11.332007	11.138455	11.129833	11.310722	11.3341675	11.589473	11.381872	11.727129	11.38604	11.40806	11.385479	10.843346	11.708011	11.462606	11.316908	11.282392	11.05754	11.553524
RRAGA_9750	5.7678885	5.9713106	5.3925066	5.5754795	5.441446	5.7711186	5.3065157	5.3088636	6.089226	5.6218333	5.1943564	6.024197	5.9658027	5.6609626	5.802208	5.1337223	5.2633796	5.5583673	5.7937107	6.3424187	5.5193686	5.1166196	5.671957	5.6254225	5.7547436	5.867745	6.060291	5.8663917	5.34319	5.629458	5.290505	5.156497	4.9036446	5.5825324	5.999454	4.9531703	5.4557147	5.5784564	5.3702736	5.6701846	5.7417493	5.598426	5.580685	5.4494114	5.0753083	5.584275	5.9696035	5.2021847	5.3292794	5.3149257	5.752474
RRM1_32657	4.9637265	4.994124	4.1996894	4.985458	4.6148157	4.913435	4.564081	4.1411605	5.237227	3.8281465	4.3494563	4.80295	4.861135	5.1585584	5.456678	4.2116084	4.044227	4.493403	4.978596	5.8110905	4.950048	5.0561686	4.781215	4.786641	4.954615	4.9542584	4.9068465	5.176898	3.752821	4.6952806	4.741772	4.3292627	3.9835975	5.1557508	5.456365	3.8569942	4.787609	5.1798387	5.276462	5.3017626	5.418032	4.9965014	4.4102645	4.5632515	4.586254	4.7601357	4.963034	5.14373	3.920224	4.3507204	5.1478295
RRM2B_33011	5.3671594	5.8024487	5.5927734	5.71023	5.981077	5.555678	5.5709143	5.3303385	5.5073733	5.288588	5.3136296	5.414596	5.8511004	5.556239	5.2469354	5.5087366	5.4156413	5.937055	5.402709	6.2053857	5.473857	5.3527403	5.5287514	5.53426	5.2247305	5.3953643	5.262155	5.9587	5.787286	5.3100376	5.494473	5.2666516	6.1031737	5.7659516	5.8166847	5.474697	5.7612524	6.1337013	5.6198635	6.1729584	6.454076	5.6298327	5.5022364	5.243111	5.537208	5.915852	5.257627	6.092603	5.4823065	5.265593	5.7850323
RRP12_9752	1.8143951	2.257008	2.552146	1.8748931	2.472159	2.1687598	1.153547	1.7560883	2.5711837	1.3353969	0.53686917	2.455695	1.1336887	2.3926249	1.5756721	1.275699	1.6496927	2.837896	1.9974787	2.2253819	1.6491554	2.1116846	2.6825488	1.773262	2.0677924	1.2043949	2.765496	2.8607516	2.9792736	2.0966876	1.9897953	1.2719984	1.9345882	1.6624343	2.5470278	1.3212922	2.6266706	2.0718946	1.2029109	2.1514747	2.5996156	0.61649555	2.6006784	2.7702174	1.1451283	2.6368403	1.1920056	1.6747757	1.8362379	2.1194797	0.6917391
RRS1_9755	4.601897	4.526692	4.494753	3.3697603	4.0807066	4.5684204	3.7274868	3.6199527	3.9844897	2.8265579	3.1882064	3.6478724	4.329629	3.62484	3.2605107	3.9271011	2.9904869	4.1873994	4.8041124	4.8912005	4.5283937	3.51607	4.9869895	4.164128	3.4874642	4.00006	5.187583	4.8064847	4.253646	4.6952806	4.5719104	3.7034492	5.1240087	3.4732254	4.2474017	3.753906	2.7898166	4.700118	3.9976015	4.511247	5.000007	4.9722033	4.0729947	3.8009534	3.7133195	5.179226	3.9794827	4.3221717	4.0377917	5.019991	4.370676
RSAD2_32612	2.2557068	2.594546	0.76129264	2.5029805	2.011671	1.4584783	1.7862632	2.914369	2.7331607	2.3398588	1.2341714	1.5471903	2.1961572	2.5752249	0.7313985	1.7521499	2.399263	1.7907331	0.0	2.6198554	2.3986237	1.5351875	1.488839	2.38735	1.1871207	1.851524	1.1946218	0.567391	1.4443876	1.8567106	1.7976378	1.2719984	2.1789894	2.9062183	2.5470278	0.9994701	2.6266706	3.719913	3.0287817	2.4829574	3.4754093	2.3964808	2.2628205	0.7197537	2.8193185	2.476957	2.074421	1.2997124	2.4591324	2.1194797	1.7911546
RSU1_9756	4.169169	4.403265	3.679778	4.6823845	4.5694714	4.0135446	4.3205805	4.7631946	4.603037	4.693933	3.9888737	3.4922628	4.329629	3.854183	4.5914803	4.318231	4.874015	4.1873994	4.289591	4.6590047	4.1772795	4.628089	3.2374017	4.06339	3.8488257	4.1664968	3.5795677	3.7578633	4.436806	3.8840604	4.6593394	4.3292627	4.0465603	4.935233	3.7502577	3.9990063	4.534984	4.7352557	4.2651753	4.4744816	4.849843	4.445774	4.683437	4.439678	4.820807	4.8279877	4.8390064	4.2126923	4.1979237	4.201315	4.1384206
RT1-A2_33098	6.107735	0.70487076	5.6337395	6.279799	5.441446	6.8335123	5.1903563	5.529146	5.9144597	6.55352	4.4421306	7.579881	7.7059026	5.599045	7.583546	5.1909714	5.822204	5.800458	7.571059	7.3724327	6.1742597	5.7715125	6.8279877	6.908084	6.004736	6.664472	5.7333097	7.2643833	4.253646	6.7261825	6.7612896	5.4645452	6.1612277	5.5383997	6.1616507	5.441908	5.24684	6.3071914	6.819862	5.0249915	5.211846	5.675697	5.708474	7.0964427	5.856685	6.035482	7.358933	6.4226418	5.233948	6.764487	0.6917391
RT1-A2_9758	4.117802	1.5310675	4.0259314	4.4379616	4.8223433	5.191657	3.9722536	3.815366	3.0110276	4.343196	3.1882064	5.4361095	5.572084	4.052019	5.390095	3.735168	4.70695	4.7784185	5.182596	5.059695	4.338317	4.0988927	4.5779715	4.754689	3.9713368	4.892242	4.4343996	4.7299657	3.3273613	4.4577565	5.0091667	4.0500264	4.5157533	4.4067645	4.5751534	3.5839908	3.8389206	5.04631	4.572019	4.231731	4.226075	4.2972007	3.5563867	5.0023084	4.549402	4.000593	5.502146	4.732349	4.247581	4.4860954	0.0
RT1-CE10_32808	6.979874	6.6873374	5.989838	6.3285027	6.3462653	7.1018004	6.517599	6.234704	6.841574	6.729525	5.69885	7.5847054	7.5583277	6.0637693	7.6275616	5.912052	6.9469824	6.7217283	7.152491	7.359572	6.8888345	6.4412227	7.3750877	6.7305627	7.070864	7.244686	6.9921694	6.883712	5.8639126	7.0017767	6.806678	5.698733	6.588951	5.8222513	7.3542914	5.8937755	6.2418814	6.846444	6.8848825	6.4345717	6.102117	6.812853	5.580685	7.2079563	6.5775695	6.248552	6.9126167	7.704425	6.111148	6.6916513	5.816872
RT1-CE11_32928	7.845854	9.175122	3.4235945	5.358121	7.4604664	5.2590685	7.9019833	4.406767	7.644801	5.448127	7.235272	6.440795	5.909591	5.0078626	7.2372217	4.174241	4.339067	3.7985182	5.5389676	5.6723776	8.201695	4.4825535	5.167044	5.2200937	8.261326	9.492614	7.9531164	5.2334256	7.6611533	8.625442	8.20317	3.4468794	3.917761	3.8066347	8.245183	3.642881	8.000577	4.338161	4.857672	8.231341	7.992628	9.018716	4.22728	7.239178	4.1174774	7.596009	5.3285275	6.4226418	7.179546	4.397271	8.870238
RT1-CE5_32445	2.2557068	0.0	1.9183995	3.2735412	3.223322	1.735917	3.0613632	2.3676975	3.7772083	2.9263053	1.4871172	3.4922628	3.554308	1.9388802	3.2605107	1.9419785	2.399263	2.2295449	3.4029472	4.039196	2.581391	2.636965	1.488839	3.0452297	0.7123662	3.340682	2.077968	2.4159133	1.1960433	1.8567106	3.6878698	2.8811386	2.570392	2.7601511	2.5470278	1.9992051	0.79861236	3.6479805	3.0287817	1.9519659	1.8199238	3.0813484	2.4416173	1.5561608	3.4981349	2.476957	3.011828	5.99678	3.1230586	1.588432	0.0
RT1-DA_9760	1.8143951	4.1707234	1.6252826	1.2227256	2.472159	0.6624132	3.3483052	1.7560883	4.6443586	2.4777672	2.6802902	0.0	1.1336887	2.1835182	3.68756	1.7521499	1.0488179	0.6915133	0.0	1.6806879	2.581391	1.9438806	0.68006337	1.773262	2.451389	2.4764907	2.621851	0.567391	2.5195544	2.482375	3.5111294	1.2719984	0.7703406	2.4144073	1.9138626	0.0	3.6815434	2.2765746	0.7233562	3.8275614	4.492514	3.2525284	1.8208362	0.7197537	1.7753943	4.113659	0.7157622	3.4896183	4.1464963	0.0	3.8614638
RT1-DB1_9761	4.873696	5.515066	3.679778	5.183789	5.1340365	4.82722	3.7926803	4.1889644	6.6820664	5.087805	3.5070176	5.7599134	5.3151016	4.942882	6.5253515	4.8074613	4.3004603	4.326557	5.9415503	6.21969	5.0464687	5.248538	5.2378244	5.456941	5.666818	5.5030246	5.506693	5.728978	2.9792736	4.867128	6.7612896	4.3292627	4.1647973	4.4067645	5.607356	4.0433984	5.1298456	4.8678265	5.8159995	5.3431377	4.971199	6.395249	4.366648	5.114319	4.789545	5.733268	6.0132995	6.182456	5.3746824	4.5697665	5.6501427
RT1-DMA_32874	2.0518599	1.8155732	2.1619017	1.2227256	2.011671	1.735917	1.7862632	2.6667733	2.8787735	1.823375	2.4615827	1.1900772	1.9947519	2.3926249	2.3107724	1.275699	1.0488179	1.5083932	2.375796	3.400333	1.2775879	2.9343114	1.488839	2.6873035	3.0042105	2.091197	1.1946218	2.4159133	1.6561947	1.5686922	2.3110406	2.1818647	1.2698381	1.9587818	2.853671	0.9994701	1.6862907	2.0718946	2.778033	2.1514747	0.0	2.0700042	1.8208362	2.2872965	1.4944088	1.5643196	2.8921008	1.6747757	2.762189	1.588432	2.9574547
RT1-DMB_32359	3.1985953	3.9532623	1.2570211	3.1704433	2.011671	2.3445714	2.0220141	3.2206914	4.560497	2.6036353	1.70226	2.8891323	3.8213115	2.1835182	4.379027	1.275699	2.399263	2.5655518	3.8843899	4.5272	2.581391	2.5224707	1.769281	4.164128	3.4029047	3.24468	3.1264923	3.7578633	2.7213259	3.6778624	3.987233	2.7354863	1.9345882	1.9587818	3.8915	2.3210802	1.9846656	2.0718946	3.4283133	2.9792266	1.1797101	3.9443858	2.2628205	2.7702174	2.6898494	3.031582	3.122376	3.7468808	3.0125036	1.588432	3.2650185
RT1-N2_32930	4.485139	4.6403866	3.8283436	5.3344693	4.7014403	4.766741	4.706218	4.091718	4.8701444	3.6054895	2.956486	3.4076753	4.452749	4.4294205	4.2844353	3.3887968	2.6654315	4.9604125	4.6055846	5.495572	2.7435865	4.571624	4.541129	4.688581	4.238611	4.6883883	3.2292056	4.9706697	2.5195544	1.8567106	5.1160517	3.9870539	4.3756533	3.9482906	5.208914	4.1282835	3.911607	5.4574223	4.921047	2.1514747	3.8365083	4.7328677	4.0176687	4.67707	4.349544	3.4312084	4.7033043	3.288475	4.0377917	3.174549	2.708643
RT1-S3_9763	6.257645	7.044828	6.5351377	6.7863026	6.6040945	7.389396	7.2789125	6.6732306	6.1478705	6.715651	6.6721964	7.1430326	7.6077437	6.907267	6.653883	6.010747	6.869976	7.077509	7.667664	7.188322	6.71392	6.075514	6.640425	6.509065	6.7669225	7.689606	6.590584	7.126914	6.2780876	6.643471	7.253253	6.076881	6.8757305	6.8001313	7.8759646	5.869323	6.8157487	7.5005345	6.484436	7.139632	7.137678	6.839962	5.9929557	7.026581	6.7579794	7.1490498	6.9875565	6.8997273	6.311225	6.4590983	7.044873
RUP2_9767	13.974367	15.867687	16.329685	16.272367	15.644177	14.135593	15.714568	15.8121395	16.03546	15.541984	15.338312	14.202245	14.336587	16.24447	14.558407	16.459965	15.486457	15.580074	14.038092	15.3944	15.042868	16.048164	14.400182	15.59104	13.8927145	14.155529	14.254947	14.59364	15.847726	14.361546	15.597864	16.550995	15.8353615	16.269392	15.285575	15.866026	16.284088	15.748667	15.691783	15.735265	16.19651	15.573503	16.07473	14.293204	15.737128	16.181364	15.551886	15.273173	16.370913	14.547487	15.990431
RUVBL1_9768	2.2557068	1.5310675	1.9183995	2.3223944	2.472159	3.5935724	2.0220141	2.3676975	2.3886938	2.3398588	2.7783492	3.8537283	2.8013556	2.5752249	2.6512198	2.3960178	1.6496927	2.7081409	3.0326717	3.1839569	2.7435865	2.1116846	3.8924718	2.6873035	3.1146789	2.7802737	3.5795677	3.2002692	1.6561947	3.0373778	2.3110406	1.6426728	1.9345882	2.7601511	1.9138626	1.8065978	1.3096737	2.6151845	3.1395056	2.8702326	2.0577211	3.2525284	2.2628205	2.4668374	1.7753943	3.4312084	2.7615314	2.6126575	2.6186037	2.6673462	2.2300112
RXRA_32828	8.472832	7.2498217	6.3872595	6.887291	7.1343703	8.364828	6.6109295	7.1725583	7.327214	6.8035364	6.586812	8.2115	8.626011	6.957479	8.30651	5.978593	6.8896165	6.7874565	8.19239	7.5639887	7.9000435	7.100139	8.215714	7.447167	8.720294	8.40724	8.2716255	8.299943	6.50011	8.352087	7.4823084	5.9001613	6.813733	6.6629877	7.9342723	6.425217	6.880557	7.868133	7.2666864	7.532868	7.297064	7.650549	6.205934	8.199899	6.492764	6.8146873	7.7561393	7.5498176	6.150837	8.301336	6.679661
S100A10_32340	4.601897	5.647887	4.6625075	5.0449595	4.7428775	4.0135446	4.8662076	4.665197	5.6152225	4.343196	4.5007634	4.5502152	4.4915595	5.419629	4.8445063	4.732318	4.9508114	4.2816463	4.375311	5.733466	4.1772795	4.9494233	4.6489487	5.4166703	4.545173	3.8118882	4.875518	4.879149	3.966478	4.4577565	4.5719104	5.8829684	4.0465603	4.67482	4.6956315	4.522548	4.666819	6.038449	5.06828	4.9993396	6.0616956	5.219322	5.308379	5.919218	4.9107227	5.76823	5.1044307	4.6507454	4.593174	3.9117455	5.5399957
S100A11_9770	4.0645385	4.565594	4.4495783	4.719379	4.204518	3.9054923	4.2756796	4.884291	4.6443586	4.636182	3.6691785	4.7351427	4.371847	5.0078626	4.379027	4.7063746	4.7928996	4.1873994	3.9968476	5.495572	4.1772795	4.7602787	4.0049734	4.9924426	4.6949406	3.9400225	4.4767704	5.2517867	3.966478	4.50016	4.478839	5.005808	4.8339643	4.67482	4.6565795	4.0864654	5.1298456	6.038449	4.8897076	5.050195	6.277081	5.1342773	5.188244	5.1672235	4.349544	5.584275	4.9330125	4.3221717	5.158074	4.034631	4.5328317
S100A4_9772	1.1754036	3.200062	1.6252826	2.8078547	2.472159	1.9685107	1.7862632	1.7560883	3.4443936	2.6036353	2.6802902	2.2764814	2.1961572	3.2482674	3.1575243	2.6348078	3.0843768	1.7907331	3.0326717	4.480447	1.9443585	2.9343114	3.410797	2.8167326	2.6106799	3.340682	2.621851	3.273985	1.8408495	2.0966876	1.9897953	1.6426728	2.570392	1.6624343	2.9855762	1.5842559	3.1911995	4.469166	3.1395056	3.2640922	2.5996156	3.7861276	3.2066107	3.8664052	3.047878	4.000593	2.4585013	3.580566	3.0125036	1.588432	2.9574547
S100A6_9773	5.7341747	6.577426	6.1953654	6.81222	6.03211	5.1449003	5.678316	6.128386	6.7687025	5.4648113	5.4537797	5.966227	6.45251	6.540827	6.240467	6.0729814	5.989293	5.196475	5.3186493	7.3724327	5.6478753	6.0550656	6.3941197	7.1847863	5.946181	6.145386	6.3496666	7.438785	5.798485	5.906667	6.62314	7.0118284	5.790167	5.6462984	5.5867295	5.780319	6.3240676	8.322635	7.0067425	6.664134	8.180526	7.074888	7.145409	6.6152267	6.013731	7.0099087	7.113357	6.6070147	6.176703	4.723822	6.5530477
S100A9_9775	3.294242	4.565594	3.4235945	3.4599617	2.8206856	2.7713106	2.5603254	2.1911569	2.8787735	3.927788	3.0379322	1.8332136	3.554308	3.2482674	3.1575243	1.5335042	3.9475968	2.5655518	2.1990027	2.2253819	2.581391	2.5224707	2.2057867	3.1471999	2.2723026	2.091197	1.5525111	2.7617311	2.1515164	3.602016	2.7956865	2.1818647	3.0101936	2.4144073	2.5470278	2.3210802	3.8389206	3.719913	2.778033	4.1869826	5.7417493	3.1694758	3.3920732	3.1313937	3.1498733	5.524181	2.4585013	3.0546732	4.1979237	3.0634718	3.9212723
S1PR3_32754	2.2557068	2.8678937	0.76129264	4.1969485	3.1011837	1.735917	2.0220141	1.9899611	3.243922	1.823375	1.4871172	2.2764814	2.6721666	3.854183	3.6116695	3.735168	2.2451668	1.1570135	2.8044732	3.7548423	3.2548962	2.3981004	2.6825488	4.5087037	3.0042105	3.340682	2.8961248	3.2002692	2.004529	2.786402	3.379998	2.7354863	3.534197	3.6495402	2.157111	2.3210802	3.303507	2.2765746	3.5930324	3.0805616	2.0577211	3.5438585	2.6006784	2.9009168	2.8193185	3.3411944	3.791503	3.3925493	3.1230586	1.8782536	3.067424
SACM1L_9776	7.097237	7.2135386	6.5672135	6.6777096	7.054342	7.5415416	6.5272083	6.68994	6.9932075	6.529929	6.8060904	7.4054556	7.28214	6.8640466	7.3870044	6.1899333	6.767552	7.0307784	7.051945	7.3335013	6.799422	6.8079762	7.0075154	7.260688	7.1312466	7.038267	6.813594	7.3045135	6.624884	6.7261825	6.767862	6.799175	6.691011	6.6318235	7.06471	6.4908047	6.475601	6.7806916	6.924081	6.911104	6.5052114	7.004749	6.313221	6.8994517	6.1796665	6.701669	6.605148	6.917282	6.5376883	7.5156074	6.6534495
SARS_9779	3.6237552	2.435626	2.1619017	2.8078547	1.3312725	4.0646806	1.5043167	1.1302094	3.243922	1.823375	1.2341714	3.7883198	3.1312993	1.6441145	2.6512198	2.6348078	1.8765994	0.6915133	3.1345234	2.7828603	3.0217755	1.7539579	3.4902585	3.415899	4.1375628	3.743284	3.1264923	3.9043298	1.6561947	4.1198797	2.7956865	1.9373132	1.2698381	2.597612	2.157111	1.5842559	1.6862907	2.6151845	2.9088483	2.7523265	1.1797101	3.1694758	1.5358759	3.6604056	1.1451283	2.297121	3.011828	2.9218345	1.5499562	3.0634718	2.4077895
SAT1_32312	7.9189487	7.2257347	6.2880993	7.372719	6.8033032	7.9064	6.6728444	6.323049	7.4833875	6.545699	6.2533665	7.4953027	7.3939195	7.4478054	7.5330114	6.4928055	6.610722	6.06183	7.8805165	7.8201303	7.5125623	6.964185	7.72227	7.5107207	7.793878	7.535846	7.4243546	7.96643	6.408063	6.941507	7.057942	6.388449	6.5994883	7.1763725	7.548122	6.0542383	6.7379313	7.136593	7.3668175	7.1219115	7.3371286	7.5225363	6.5941815	7.984654	6.981928	7.4742465	7.3304267	6.890869	6.444949	7.771154	7.0039673
